"","tiplabel","sciName","BM","Lat_centroid","Assembly.Level","Assembly.Stats.Contig.N50","Assembly.Stats.Scaffold.N50","Assembly.Submission.Date","zoo_Source","Species_Name","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","samp","PC"
"3760","Nyctinomops_femorosaccus_MOLOSSIDAE_CHIROPTERA","Nyctinomops_femorosaccus",0.0146,27.57463912,NA,NA,NA,NA,NA,"Nyctinomops_femorosaccus","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctinomops_femorosaccus",4,0,"sampled","PC17_VespertilionidRelated"
"3761","Nyctinomops_kalinowskii_MOLOSSIDAE_CHIROPTERA","Nyctinomops_kalinowskii",0.0176,-15.29245035,NA,NA,NA,NA,NA,"Nyctinomops_kalinowskii","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mormopterus_kalinowskii",0,0,"imputed","PC17_VespertilionidRelated"
"3762","Nyctinomops_laticaudatus_MOLOSSIDAE_CHIROPTERA","Nyctinomops_laticaudatus",0.0122,-6.823063574,NA,NA,NA,NA,NA,"Nyctinomops_laticaudatus","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctinomops_laticaudatus",2,0,"sampled","PC17_VespertilionidRelated"
"3763","Nyctinomops_macrotis_MOLOSSIDAE_CHIROPTERA","Nyctinomops_macrotis",0.0184,-0.192703802,NA,NA,NA,NA,NA,"Nyctinomops_macrotis","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctinomops_macrotis",4,0,"sampled","PC17_VespertilionidRelated"
"3764","Nyctomys_sumichrasti_CRICETIDAE_RODENTIA","Nyctomys_sumichrasti",0.0494,14.32963961,NA,NA,NA,NA,NA,"Nyctomys_sumichrasti","Nyctomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Nyctomys_sumichrasti",4,0,"sampled","PC12_Cricetidae"
"3765","Nyctophilus_arnhemensis_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_arnhemensis",0.0067,-15.37050198,NA,NA,NA,NA,NA,"Nyctophilus_arnhemensis","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_arnhemensis",1,0,"sampled","PC17_VespertilionidRelated"
"3766","Nyctophilus_bifax_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_bifax",0.0098,-18.00922471,NA,NA,NA,NA,NA,"Nyctophilus_bifax","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_bifax",0,0,"imputed","PC17_VespertilionidRelated"
"3767","Nyctophilus_corbeni_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_corbeni",0.009630884,NA,NA,NA,NA,NA,NA,"Nyctophilus_corbeni","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"3768","Nyctophilus_geoffroyi_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_geoffroyi",0.0073,-26.15646697,NA,NA,NA,NA,NA,"Nyctophilus_geoffroyi","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_geoffroyi",0,0,"imputed","PC17_VespertilionidRelated"
"3769","Nyctophilus_gouldi_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_gouldi",0.01,-30.39865876,NA,NA,NA,NA,NA,"Nyctophilus_gouldi","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_gouldi",0,0,"imputed","PC17_VespertilionidRelated"
"3770","Nyctophilus_heran_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_heran",0.0076,-8.389136413,NA,NA,NA,NA,NA,"Nyctophilus_heran","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_heran",0,0,"imputed","PC17_VespertilionidRelated"
"3771","Nyctophilus_howensis_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_howensis",0.0206,-31.55774646,NA,NA,NA,NA,NA,"Nyctophilus_howensis","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_howensis",0,0,"imputed","PC17_VespertilionidRelated"
"3772","Nyctophilus_microdon_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_microdon",0.008,-5.8564444,NA,NA,NA,NA,NA,"Nyctophilus_microdon","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_microdon",0,0,"imputed","PC17_VespertilionidRelated"
"3773","Nyctophilus_microtis_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_microtis",0.0071,-5.496297436,NA,NA,NA,NA,NA,"Nyctophilus_microtis","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_microtis",0,0,"imputed","PC17_VespertilionidRelated"
"3774","Nyctophilus_nebulosus_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_nebulosus",0.0105,-22.17094662,NA,NA,NA,NA,NA,"Nyctophilus_nebulosus","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_nebulosus",0,0,"imputed","PC17_VespertilionidRelated"
"3775","Nyctophilus_sherrini_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_sherrini",0.0155,-41.86562695,NA,NA,NA,NA,NA,"Nyctophilus_sherrini","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"3776","Nyctophilus_shirleyae_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_shirleyae",0.009695341,NA,NA,NA,NA,NA,NA,"Nyctophilus_shirleyae","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"3777","Nyctophilus_timoriensis_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_timoriensis",0.0117,NA,NA,NA,NA,NA,NA,"Nyctophilus_timoriensis","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_timoriensis",0,0,"imputed","PC17_VespertilionidRelated"
"3778","Nyctophilus_walkeri_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus_walkeri",0.0043,-14.69872738,NA,NA,NA,NA,NA,"Nyctophilus_walkeri","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_walkeri",0,0,"imputed","PC17_VespertilionidRelated"
"3779","Ochotona_alpina_OCHOTONIDAE_LAGOMORPHA","Ochotona_alpina",0.263,50.16568304,NA,NA,NA,NA,NA,"Ochotona_alpina","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_alpina",2,0,"sampled","PC6_Lagomorpha"
"3780","Ochotona_argentata_OCHOTONIDAE_LAGOMORPHA","Ochotona_argentata",0.206,38.55016693,NA,NA,NA,NA,NA,"Ochotona_argentata","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_argentata",1,0,"sampled","PC6_Lagomorpha"
"3781","Ochotona_cansus_OCHOTONIDAE_LAGOMORPHA","Ochotona_cansus",0.0745,34.55282982,NA,NA,NA,NA,NA,"Ochotona_cansus","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_cansus",2,0,"sampled","PC6_Lagomorpha"
"3782","Ochotona_collaris_OCHOTONIDAE_LAGOMORPHA","Ochotona_collaris",0.129,62.84164244,NA,NA,NA,NA,NA,"Ochotona_collaris","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_collaris",4,0,"sampled","PC6_Lagomorpha"
"3783","Ochotona_coreana_OCHOTONIDAE_LAGOMORPHA","Ochotona_coreana",0.217986469,NA,NA,NA,NA,NA,NA,"Ochotona_coreana","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires",NA,0,0,"imputed","PC6_Lagomorpha"
"3784","Ochotona_curzoniae_OCHOTONIDAE_LAGOMORPHA","Ochotona_curzoniae",0.1625,33.62768972,"Scaffold",29562832,33876933,"2021-03-26",NA,"Ochotona_curzoniae","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_curzoniae",4,0,"sampled","PC6_Lagomorpha"
"3785","Ochotona_dauurica_OCHOTONIDAE_LAGOMORPHA","Ochotona_dauurica",0.13,44.76484242,NA,NA,NA,NA,NA,"Ochotona_dauurica","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_dauurica",2,0,"sampled","PC6_Lagomorpha"
"3786","Ochotona_erythrotis_OCHOTONIDAE_LAGOMORPHA","Ochotona_erythrotis",0.268,35.29279816,NA,NA,NA,NA,NA,"Ochotona_erythrotis","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_erythrotis",1,0,"sampled","PC6_Lagomorpha"
"3787","Ochotona_forresti_OCHOTONIDAE_LAGOMORPHA","Ochotona_forresti",0.129,27.79637333,NA,NA,NA,NA,NA,"Ochotona_forresti","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_forresti",1,0,"sampled","PC6_Lagomorpha"
"3788","Ochotona_gloveri_OCHOTONIDAE_LAGOMORPHA","Ochotona_gloveri",0.22,31.69382265,NA,NA,NA,NA,NA,"Ochotona_gloveri","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_muliensis__Ochotona_gloveri",1,0,"sampled","PC6_Lagomorpha"
"3789","Ochotona_hoffmanni_OCHOTONIDAE_LAGOMORPHA","Ochotona_hoffmanni",0.213200632,48.22680711,NA,NA,NA,NA,NA,"Ochotona_hoffmanni","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_hoffmanni",2,0,"sampled","PC6_Lagomorpha"
"3790","Ochotona_hyperborea_OCHOTONIDAE_LAGOMORPHA","Ochotona_hyperborea",0.156,61.12518217,NA,NA,NA,NA,NA,"Ochotona_hyperborea","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_hyperborea",15,0,"sampled","PC6_Lagomorpha"
"3791","Ochotona_iliensis_OCHOTONIDAE_LAGOMORPHA","Ochotona_iliensis",0.2335,43.38565194,NA,NA,NA,NA,NA,"Ochotona_iliensis","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_iliensis",0,0,"imputed","PC6_Lagomorpha"
"3792","Ochotona_koslowi_OCHOTONIDAE_LAGOMORPHA","Ochotona_koslowi",0.165,37.33732857,NA,NA,NA,NA,NA,"Ochotona_koslowi","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_koslowi",1,0,"sampled","PC6_Lagomorpha"
"3793","Ochotona_ladacensis_OCHOTONIDAE_LAGOMORPHA","Ochotona_ladacensis",0.239,35.82076698,NA,NA,NA,NA,NA,"Ochotona_ladacensis","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_ladacensis",1,0,"sampled","PC6_Lagomorpha"
"3794","Ochotona_macrotis_OCHOTONIDAE_LAGOMORPHA","Ochotona_macrotis",0.166,34.98275416,NA,NA,NA,NA,NA,"Ochotona_macrotis","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_macrotis",1,0,"sampled","PC6_Lagomorpha"
"3795","Ochotona_mantchurica_OCHOTONIDAE_LAGOMORPHA","Ochotona_mantchurica",0.206218746,NA,NA,NA,NA,NA,NA,"Ochotona_mantchurica","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires",NA,2,0,"sampled","PC6_Lagomorpha"
"3796","Ochotona_nubrica_OCHOTONIDAE_LAGOMORPHA","Ochotona_nubrica",0.1155,30.71477951,NA,NA,NA,NA,NA,"Ochotona_nubrica","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_nubrica",1,0,"sampled","PC6_Lagomorpha"
"3797","Ochotona_pallasi_OCHOTONIDAE_LAGOMORPHA","Ochotona_pallasi",0.214,46.43396949,NA,NA,NA,NA,NA,"Ochotona_pallasi","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_pallasi",2,0,"sampled","PC6_Lagomorpha"
"3798","Ochotona_princeps_OCHOTONIDAE_LAGOMORPHA","Ochotona_princeps",0.1576,45.54991353,"Scaffold",3265,88760,"2007-08-03","2. Existing assembly in 241-way","Ochotona_princeps","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_princeps",29,0,"sampled","PC6_Lagomorpha"
"3799","Ochotona_pusilla_OCHOTONIDAE_LAGOMORPHA","Ochotona_pusilla",0.1425,50.37898715,NA,NA,NA,NA,NA,"Ochotona_pusilla","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_pusilla",0,0,"imputed","PC6_Lagomorpha"
"3800","Ochotona_roylei_OCHOTONIDAE_LAGOMORPHA","Ochotona_roylei",0.155,32.87534208,NA,NA,NA,NA,NA,"Ochotona_roylei","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_himalayana__Ochotona_roylei",1,0,"sampled","PC6_Lagomorpha"
"3801","Ochotona_rufescens_OCHOTONIDAE_LAGOMORPHA","Ochotona_rufescens",0.25,32.65114601,NA,NA,NA,NA,NA,"Ochotona_rufescens","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_rufescens",2,0,"sampled","PC6_Lagomorpha"
"3802","Ochotona_rutila_OCHOTONIDAE_LAGOMORPHA","Ochotona_rutila",0.27,40.88788875,NA,NA,NA,NA,NA,"Ochotona_rutila","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_rutila",1,0,"sampled","PC6_Lagomorpha"
"3803","Ochotona_syrinx_OCHOTONIDAE_LAGOMORPHA","Ochotona_syrinx",0.083,NA,NA,NA,NA,NA,NA,"Ochotona_syrinx","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_huangensis",1,0,"sampled","PC6_Lagomorpha"
"3804","Ochotona_thibetana_OCHOTONIDAE_LAGOMORPHA","Ochotona_thibetana",0.104,30.50984051,NA,NA,NA,NA,NA,"Ochotona_thibetana","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_thibetana",1,0,"sampled","PC6_Lagomorpha"
"3805","Ochotona_thomasi_OCHOTONIDAE_LAGOMORPHA","Ochotona_thomasi",0.0775,35.11258792,NA,NA,NA,NA,NA,"Ochotona_thomasi","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_thomasi",1,0,"sampled","PC6_Lagomorpha"
"3806","Ochotona_turuchanensis_OCHOTONIDAE_LAGOMORPHA","Ochotona_turuchanensis",0.1482,60.96360138,NA,NA,NA,NA,NA,"Ochotona_turuchanensis","Ochotona","OCHOTONIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Ochotona_turuchanensis",2,0,"sampled","PC6_Lagomorpha"
"3807","Ochrotomys_nuttalli_CRICETIDAE_RODENTIA","Ochrotomys_nuttalli",0.0224,34.33190316,NA,NA,NA,NA,NA,"Ochrotomys_nuttalli","Ochrotomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Ochrotomys_nuttalli",4,0,"sampled","PC12_Cricetidae"
"3808","Octodon_bridgesi_OCTODONTIDAE_RODENTIA","Octodon_bridgesi",0.15,-36.81958244,NA,NA,NA,NA,NA,"Octodon_bridgesi","Octodon","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Octodon_bridgesi",4,0,"sampled","PC14_GuineaPigRelated"
"3809","Octodon_degus_OCTODONTIDAE_RODENTIA","Octodon_degus",0.21,-32.14461423,"Scaffold",19847,12091372,"2012-05-01","2. Existing assembly in 241-way","Octodon_degus","Octodon","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Octodon_degus",28,0,"sampled","PC14_GuineaPigRelated"
"3810","Octodon_lunatus_OCTODONTIDAE_RODENTIA","Octodon_lunatus",0.233,-32.62622,NA,NA,NA,NA,NA,"Octodon_lunatus","Octodon","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Octodon_lunatus",5,0,"sampled","PC14_GuineaPigRelated"
"3811","Octodon_pacificus_OCTODONTIDAE_RODENTIA","Octodon_pacificus",0.29,-29.72309612,NA,NA,NA,NA,NA,"Octodon_pacificus","Octodon","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Octodon_pacificus",0,0,"imputed","PC14_GuineaPigRelated"
"3812","Octodontomys_gliroides_OCTODONTIDAE_RODENTIA","Octodontomys_gliroides",0.15,-21.1101389,NA,NA,NA,NA,NA,"Octodontomys_gliroides","Octodontomys","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Octodontomys_gliroides",23,0,"sampled","PC14_GuineaPigRelated"
"3813","Octomys_mimax_OCTODONTIDAE_RODENTIA","Octomys_mimax",0.131,-30.63111934,"Scaffold",4478,4874,"2017-10-17",NA,"Octomys_mimax","Octomys","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Octomys_mimax",3,0,"sampled","PC14_GuineaPigRelated"
"3814","Odobenus_rosmarus_ODOBENIDAE_CARNIVORA","Odobenus_rosmarus",825,72.24065142,"Scaffold",89951,2616778,"2013-01-16","2. Existing assembly in 241-way","Odobenus_rosmarus","Odobenus","ODOBENIDAE","CARNIVORA","Caniformes","Laurasiatheria","Odobenus_rosmarus",29,0,"sampled","PC22_Carnivora"
"3815","Odocoileus_hemionus_CERVIDAE_CETARTIODACTYLA","Odocoileus_hemionus",54.2126,45.05113535,"Chromosome",28570879,72140960,"2021-11-30",NA,"Odocoileus_hemionus","Odocoileus","CERVIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria","Odocoileus_hemionus",4,0,"sampled","PC20_Cetartiodactyla"
"3816","Odocoileus_virginianus_CERVIDAE_CETARTIODACTYLA","Odocoileus_virginianus",55.5086,35.31095192,"Contig",362,NA,"2011-03-07","2. Existing assembly in 241-way","Odocoileus_virginianus","Odocoileus","CERVIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria","Odocoileus_virginianus",8,0,"sampled","PC20_Cetartiodactyla"
"3817","Oecomys_auyantepui_CRICETIDAE_RODENTIA","Oecomys_auyantepui",0.0417,1.830727612,NA,NA,NA,NA,NA,"Oecomys_auyantepui","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_auyantepui",2,0,"sampled","PC12_Cricetidae"
"3818","Oecomys_bicolor_CRICETIDAE_RODENTIA","Oecomys_bicolor",0.034,-5.1482687,NA,NA,NA,NA,NA,"Oecomys_bicolor","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_bicolor",7,0,"sampled","PC12_Cricetidae"
"3819","Oecomys_catherinae_CRICETIDAE_RODENTIA","Oecomys_catherinae",0.0734,-12.67327107,NA,NA,NA,NA,NA,"Oecomys_catherinae","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_catherinae",3,0,"sampled","PC12_Cricetidae"
"3820","Oecomys_cleberi_CRICETIDAE_RODENTIA","Oecomys_cleberi",0.0734,-15.76728557,NA,NA,NA,NA,NA,"Oecomys_cleberi","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_cleberi",1,0,"sampled","PC12_Cricetidae"
"3821","Oecomys_concolor_CRICETIDAE_RODENTIA","Oecomys_concolor",0.0616,-3.19708828,NA,NA,NA,NA,NA,"Oecomys_concolor","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_concolor",8,0,"sampled","PC12_Cricetidae"
"3822","Oecomys_flavicans_CRICETIDAE_RODENTIA","Oecomys_flavicans",0.0734,9.781545631,NA,NA,NA,NA,NA,"Oecomys_flavicans","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_flavicans",0,0,"imputed","PC12_Cricetidae"
"3823","Oecomys_mamorae_CRICETIDAE_RODENTIA","Oecomys_mamorae",0.0625,-17.70804859,NA,NA,NA,NA,NA,"Oecomys_mamorae","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_mamorae",2,0,"sampled","PC12_Cricetidae"
"3824","Oecomys_paricola_CRICETIDAE_RODENTIA","Oecomys_paricola",0.0734,-3.590544369,NA,NA,NA,NA,NA,"Oecomys_paricola","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_paricola",1,0,"sampled","PC12_Cricetidae"
"3825","Oecomys_phaeotis_CRICETIDAE_RODENTIA","Oecomys_phaeotis",0.0734,-11.52417872,NA,NA,NA,NA,NA,"Oecomys_phaeotis","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_phaeotis",0,0,"imputed","PC12_Cricetidae"
"3826","Oecomys_rex_CRICETIDAE_RODENTIA","Oecomys_rex",0.0734,3.893528378,NA,NA,NA,NA,NA,"Oecomys_rex","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_rex",1,0,"sampled","PC12_Cricetidae"
"3827","Oecomys_roberti_CRICETIDAE_RODENTIA","Oecomys_roberti",0.0734,-8.17997421,NA,NA,NA,NA,NA,"Oecomys_roberti","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_roberti",3,0,"sampled","PC12_Cricetidae"
"3828","Oecomys_rutilus_CRICETIDAE_RODENTIA","Oecomys_rutilus",0.02,1.712804388,NA,NA,NA,NA,NA,"Oecomys_rutilus","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_rutilus",2,0,"sampled","PC12_Cricetidae"
"3829","Oecomys_speciosus_CRICETIDAE_RODENTIA","Oecomys_speciosus",0.0734,8.445331612,NA,NA,NA,NA,NA,"Oecomys_speciosus","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_speciosus",0,0,"imputed","PC12_Cricetidae"
"3830","Oecomys_superans_CRICETIDAE_RODENTIA","Oecomys_superans",0.0734,-5.407801803,NA,NA,NA,NA,NA,"Oecomys_superans","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_superans",4,0,"sampled","PC12_Cricetidae"
"3831","Oecomys_sydandersoni_CRICETIDAE_RODENTIA","Oecomys_sydandersoni",0.067156157,NA,NA,NA,NA,NA,NA,"Oecomys_sydandersoni","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,0,0,"imputed","PC12_Cricetidae"
"3832","Oecomys_trinitatis_CRICETIDAE_RODENTIA","Oecomys_trinitatis",0.0734,0.577235716,NA,NA,NA,NA,NA,"Oecomys_trinitatis","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_trinitatis",2,0,"sampled","PC12_Cricetidae"
"3833","Oenomys_hypoxanthus_MURIDAE_RODENTIA","Oenomys_hypoxanthus",0.09,-0.848998042,NA,NA,NA,NA,NA,"Oenomys_hypoxanthus","Oenomys","MURIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oenomys_hypoxanthus",6,0,"sampled","PC11_Muridae"
"3834","Oenomys_ornatus_MURIDAE_RODENTIA","Oenomys_ornatus",0.0855,7.163432469,NA,NA,NA,NA,NA,"Oenomys_ornatus","Oenomys","MURIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oenomys_ornatus",0,0,"imputed","PC11_Muridae"
"3835","Okapia_johnstoni_GIRAFFIDAE_CETARTIODACTYLA","Okapia_johnstoni",230.0011,1.328262294,"Scaffold",39571,111538,"2016-06-08","2. Existing assembly in 241-way","Okapia_johnstoni","Okapia","GIRAFFIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria","Okapia_johnstoni",31,0,"sampled","PC20_Cetartiodactyla"
"3836","Olallamys_albicauda_ECHIMYIDAE_RODENTIA","Olallamys_albicauda",0.2735,5.565582203,NA,NA,NA,NA,NA,"Olallamys_albicauda","Olallamys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Olallamys_albicauda",3,0,"sampled","PC14_GuineaPigRelated"
"3837","Olallamys_edax_ECHIMYIDAE_RODENTIA","Olallamys_edax",0.2064,8.56375658,NA,NA,NA,NA,NA,"Olallamys_edax","Olallamys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Olallamys_edax",0,0,"imputed","PC14_GuineaPigRelated"
"3838","Oligoryzomys_andinus_CRICETIDAE_RODENTIA","Oligoryzomys_andinus",0.0252,-14.01306167,NA,NA,NA,NA,NA,"Oligoryzomys_andinus","Oligoryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oligoryzomys_andinus",2,0,"sampled","PC12_Cricetidae"
"3839","Oligoryzomys_arenalis_CRICETIDAE_RODENTIA","Oligoryzomys_arenalis",0.0252,-11.50885569,NA,NA,NA,NA,NA,"Oligoryzomys_arenalis","Oligoryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oligoryzomys_arenalis",0,0,"imputed","PC12_Cricetidae"
"3840","Oligoryzomys_brendae_CRICETIDAE_RODENTIA","Oligoryzomys_brendae",0.02516304,-26.74528597,NA,NA,NA,NA,NA,"Oligoryzomys_brendae","Oligoryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oligoryzomys_brendae",1,0,"sampled","PC12_Cricetidae"
"3841","Oligoryzomys_chacoensis_CRICETIDAE_RODENTIA","Oligoryzomys_chacoensis",0.023,-21.18209207,NA,NA,NA,NA,NA,"Oligoryzomys_chacoensis","Oligoryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oligoryzomys_chacoensis",2,0,"sampled","PC12_Cricetidae"
"3842","Oligoryzomys_delticola_CRICETIDAE_RODENTIA","Oligoryzomys_delticola",0.0294,-31.62585894,NA,NA,NA,NA,NA,"Oligoryzomys_delticola","Oligoryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oligoryzomys_delticola",1,0,"sampled","PC12_Cricetidae"
"3843","Oligoryzomys_destructor_CRICETIDAE_RODENTIA","Oligoryzomys_destructor",0.0252,-13.54675195,NA,NA,NA,NA,NA,"Oligoryzomys_destructor","Oligoryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oligoryzomys_destructor",4,0,"sampled","PC12_Cricetidae"
